Date;Open;High;Low;Close;Adj Close;Volume;;
27/06/2011;0.514687;0.514687;0.494375;0.500000;0.450505;9404800;;
28/06/2011;0.500312;0.507500;0.497812;0.507500;0.457262;10067200;;
29/06/2011;0.506250;0.513125;0.502500;0.513125;0.462330;9449600;;
30/06/2011;0.508125;0.511562;0.500000;0.507812;0.457543;17027200;;
01/07/2011;0.509062;0.509375;0.496875;0.506250;0.456136;19334400;;
04/07/2011;0.504375;0.512500;0.500625;0.512500;0.461767;8060800;;
05/07/2011;0.515625;0.527187;0.514062;0.524062;0.472185;40854400;;
06/07/2011;0.523750;0.524375;0.518750;0.521875;0.470214;15392000;;
07/07/2011;0.523125;0.528125;0.512500;0.512500;0.461767;10969600;;
08/07/2011;0.512187;0.512500;0.500312;0.509375;0.458952;17078400;;
11/07/2011;0.503125;0.508750;0.484687;0.485937;0.437834;18057600;;
12/07/2011;0.486250;0.500000;0.476562;0.498437;0.449096;13737600;;
13/07/2011;0.499062;0.499375;0.479687;0.492187;0.443465;15334400;;
14/07/2011;0.485937;0.490625;0.468750;0.468750;0.422348;12419200;;
15/07/2011;0.472187;0.473750;0.448125;0.453125;0.408270;12384000;;
18/07/2011;0.455312;0.455625;0.432812;0.433437;0.390531;13177600;;
19/07/2011;0.437187;0.465000;0.434062;0.462500;0.416717;19712000;;
20/07/2011;0.465312;0.469687;0.447187;0.447187;0.402920;9376000;;
21/07/2011;0.452812;0.454687;0.440312;0.448125;0.403765;8876800;;
22/07/2011;0.448750;0.465625;0.447187;0.465625;0.419532;12595200;;
25/07/2011;0.448437;0.478125;0.448437;0.454062;0.409114;109504;;
26/07/2011;0.460937;0.482500;0.456250;0.482500;0.434737;12361600;;
27/07/2011;0.478125;0.478125;0.455000;0.466875;0.420659;11113600;;
28/07/2011;0.468125;0.468750;0.442187;0.442187;0.398415;22259200;;
29/07/2011;0.445312;0.445312;0.426250;0.429687;0.387152;62688;;
01/08/2011;0.437500;0.445312;0.421250;0.437187;0.393910;8393600;;
02/08/2011;0.437187;0.441875;0.429375;0.436875;0.393628;9388800;;
03/08/2011;0.432812;0.438750;0.396250;0.420312;0.378705;16896000;;
04/08/2011;0.406250;0.406250;0.382187;0.384375;0.346325;14230400;;
05/08/2011;0.375000;0.392187;0.347187;0.370000;0.333374;21920000;;
08/08/2011;0.331250;0.353750;0.331250;0.343750;0.309722;12880000;;
09/08/2011;0.344687;0.357187;0.325937;0.350000;0.315353;28848000;;
10/08/2011;0.342187;0.351562;0.334062;0.351562;0.316761;27260800;;
11/08/2011;0.351250;0.390312;0.347187;0.390312;0.351675;16083200;;
12/08/2011;0.390000;0.413750;0.377812;0.412187;0.371384;15308800;;
15/08/2011;0.403437;0.421562;0.403437;0.418125;0.376735;7859200;;
16/08/2011;0.407812;0.415625;0.391562;0.410625;0.369977;8409600;;
17/08/2011;0.410625;0.418125;0.406562;0.413125;0.372230;9555200;;
18/08/2011;0.405937;0.414687;0.376875;0.414687;0.373637;9305600;;
19/08/2011;0.404062;0.412812;0.396562;0.401250;0.361530;16832000;;
22/08/2011;0.401875;0.410625;0.392812;0.399375;0.359841;7532800;;
23/08/2011;0.397187;0.401875;0.392812;0.397500;0.358151;8995200;;
24/08/2011;0.399375;0.399375;0.385312;0.390625;0.351957;9436800;;
25/08/2011;0.395937;0.405312;0.377187;0.384375;0.346325;7017600;;
26/08/2011;0.378125;0.385625;0.368750;0.371875;0.335063;12739200;;
29/08/2011;0.373750;0.380312;0.371875;0.379687;0.342102;22272000;;
30/08/2011;0.375312;0.390625;0.375000;0.385937;0.347733;16329600;;
31/08/2011;0.389062;0.403125;0.389062;0.401562;0.361811;31302400;;
01/09/2011;0.429687;0.437500;0.415937;0.436562;0.393346;47180800;;
02/09/2011;0.431562;0.449687;0.418750;0.443750;0.399823;33654400;;
05/09/2011;0.443750;0.443750;0.425000;0.441875;0.398134;17324800;;
06/09/2011;0.433437;0.459062;0.425937;0.459062;0.413619;19475200;;
08/09/2011;0.456875;0.474375;0.448125;0.455937;0.410803;21238400;;
